OFFENSE	0.8815996050834656	1054 0 0 2023-09-27 12:44 💙💙💙💙💙💙💙💙 Das Weib mal eine Woche in die Unterkunft stecken und auch drin lassen Kollege so das sie nicht raus kommt fann schauen wir was kommt Kollege AFD 💙💙💙 für Deutschland 💙💙💙💙💙
OTHER	0.9859225749969482	324 1 0 2020-07-04 20:25 Wo sind die ganzen Abgeordneten?
OTHER	0.9501862525939941	498 0 77 2023-11-07 16:16 🤣👍 genau, jetzt kommen 50 weniger im Jahr ....jetzt greifen sie aber knallhart durch. Das Kanzler Machtwort ist gesprochen 🤣👍
OTHER	0.7612558007240295	768 0 0 2024-04-20 07:52 Alles Kausal! Solange Menschen heilige Vorbilder anbeten die nachweislich Analphabeten waren, kriminelle ,800 Juden Köpfen lassen haben,nach zehn Frauen sich mit ner sechsjährigen verloben, eine jüdische Sklavin hatte ,Kriegsherr bzw Schlächter war, werden Menschen nie unsere Werte vertreten können, weil es ins Details unseren Werten wiederspricht und das sollte auch nicht von Religionsfreiheit gedeckt sein. Wer solch Vorbilder wie Mohamed hat ,kann kausal nie für eine freie friedliche gerechte Gesellschaft sein, was wohl auch alle islamische Länder jeden Tag präsentieren. Kausal und logisch
OFFENSE	0.8479055762290955	125 0 0 2023-07-06 21:48 Diese Ampel nimmt keine Rücksicht auf Meinung der Bürger. Sie will nur enteignen und umerziehen. Sie ist unfähig und Agressiv .
OFFENSE	0.6088263988494873	29 0 0 2023-01-01 21:56 Was für eine Antwort armselig ohne Ende würde mich als hoch bezahlten Politiker solche Aussagen schämen!,
OTHER	0.9708776473999023	1869 4 119 2024-04-18 15:39 Vielleicht war es nicht nur die Sprache sondern mangelnde Bildung.
OFFENSE	0.8376733064651489	2456 0 2 2023-10-10 13:15 😳 Die sollen ihr eigenes Land aufbauen und nicht abhauen. Wir müssen den ganzen Multi Kulti Irrsinni von unseren Steuern bezahlen. 😳
OTHER	0.9560149908065796	1621 0 0 2024-05-20 08:58 Keiner mag keinen , aber jeder nutzt jeden aus.
OTHER	0.8322437405586243	426 0 0 2023-02-21 14:23 Wir sind ohnmächtig
OTHER	0.5779511332511902	4307 0 0 2023-09-22 16:51 Was ich mich ständig frage ist: Warum wird nicht mehr deutlich unterschieden zwischen Einwanderung & Asylsuchenden? Wenn Menschen vor z.B. Krieg flüchten, müssen wir ihnen ja nun mal Asyl gewähren. Aber warum zum Donnerwetter nochmal müssen wir sie wie Einwanderer behandeln.? Zelte, Feldbetten, 3 Mahlzeiten... Bums aus Nikolaus. Wenn Krieg vorbei oder Asylant straffällig, zurück zum Absender. Wenn Menschen Einwandern möchten muss das doch eine ganz andere Sache sein. Es gibt so dermaßen viele Länder, die so geniale Einwanderungskriterien haben...... warum sieht Deutschland sich als Auffangbecken für ALLE??
OTHER	0.8543082475662231	4805 0 2 2023-10-13 12:11 Sehr gut Herr Lambrou. Der ÖRR untergräbt seine Glaubwürdigkeit mit Vorstellungen wie dieser immer weiter. Das Gegeifer von Herrn Lamz kann Lambrou ruhig, gelassen und sachlich verlächeln. Die Realität gibt der AfD recht und das merken inmer mehr Manschen.
OFFENSE	0.9251497983932495	3202 0 0 2024-01-19 09:50 Ohne die AfD wären alle diese Demagogen völlig aufgeschmissen und würden vor Langeweile verrückt werden. Die Politiker, Journalisten, „Experten“ und Co. sind ja mit NICHTS anderem mehr beschäftigt als ÜBER die AfD zu reden. Eine mentale Abhängigkeit liegt auf der Hand. Die können ohne d. AfD überhaupt nicht, wozu tun die so, als ob?!
OTHER	0.9881764054298401	198 0 1 2024-03-04 09:40 😂😂😂 Wenn die Definition über das Problemviertel von Dänemark so ist, dann ist ganz NRW und halb Hessen ein Problemviertel 😂😂😂
OFFENSE	0.7429795265197754	332 5 13 2023-10-17 12:50 Selbst 200.000 Migranten sind zu viel. Das wären jedes Jahr 2 neue arabisch-afrikanische Großstädte in diesem Land und das ohne Familiennachzug...
OFFENSE	0.9174335598945618	350 0 1 2023-01-15 09:33 ICH HALTE VON DIESEM STAAT , NICHT ZU VERWECHSELN MIT DEUTSCHLAND , AUCH NICHT VIEL , BIN ABER NICHT GEWALTTÄTIG!!!!!! C.
OFFENSE	0.9693543910980225	1513 0 0 2023-01-11 22:45 Deutschland ist ein Saustaat... Alle die kein Schwein essen sollten deshalb auch nicht hier leben.
OTHER	0.848332405090332	615 1 19 2024-06-10 17:08 👍👋 Herr Moderator, können sie sich selbst hören? Solche wie sie und Klingbeil dürfen nicht in der Politik sein! Frau Weidel!👍👋
OTHER	0.672314465045929	2687 1 1 2022-12-02 12:12 Warum machen die das mit dem Wissen das 2/3 das ablehnen ? WARUM ?Welche Interessen vertreten die ÜBERHAUPT ?
OFFENSE	0.6351872682571411	456 0 0 2024-01-22 20:19 Wer auf ARD und ZDF angewiesen ist, muß geistig zurück bleiben!!!!!
OTHER	0.808570146560669	184 1 1 2024-05-21 13:06 😅😂 Die zugezogenen Fachkräfte aus den Niederlanden fahren doch immer nach Deutschland um die Geldautomaten zu sprengen 😅😂
OTHER	0.7936159372329712	46 1 0 2023-12-30 13:58 Es kann nie geregelt werden solange wir aus Migranten aufnehmen mit anderen religiösen Hintergrund .Helmut Schmidt hat dies schon mal gesagt .Fachkräfte bekommen wir nicht mehr dadurch und Probleme mit Ausländern werden größer .
OTHER	0.9622454047203064	450 0 3 2022-01-23 23:04 Hab das Video nicht gesehen aber meine Antwort: NEIN!
OTHER	0.9424479007720947	3638 0 0 2024-01-19 07:50 Geheimsache???
OFFENSE	0.934629499912262	3543 0 0 2024-01-19 08:19 So ein Schmarren kann man sich nicht ansehen.
OFFENSE	0.795778751373291	381 0 0 2023-09-27 06:36 Deutschland ist mittlerweile ein Anlandepunkt für gescheiterte Existenzen der ganzen Welt geworden: Analphabeten, Kriminelle unter Fahndungsdruck, Faule die sich hier auf unsere Kosten ein schönes Leben machen wollen. Im Gegenzug ergreifen die leistungsstarken und erfolgreichen Inländer, die, die das ganze bezahlen sollen, nach und nach die Flucht.
OTHER	0.8808656930923462	1261 0 2 2023-12-03 09:13 schöne propaganda des örr
OTHER	0.9597052335739136	43 0 0 2023-11-08 15:17 Wir brauchen mehr sichere herkunftsländer" die wissen garnicht was wir brauchen..
OTHER	0.7519267797470093	3471 0 7 2024-06-05 08:13 Diese Frau Lehmann von der Taz ist wirklich das aller letzte ich wünsche ihr nicht das sie einmal die Polizei um Hilfe bitten muss denn wäre ich Polizist würde ich in der minute Krank werden in der sie mich bräuchte.
OTHER	0.9222466349601746	3017 0 1 2023-10-13 23:32 Robin Alexander bringt es immer wieder auf den Punkt, geiler Journalist!
OFFENSE	0.8690378069877625	1034 0 0 2023-11-04 05:46 Deutschland hat nichts gemacht in den letzten Jahren ausser Beschaeftigung mit Fluechtlingen jetzt kippt das Boot um und alle muss raus!!
OTHER	0.9300559759140015	318 0 0 2017-12-15 18:08 Hier vergleicht man Äpfel mit Birnen!
OTHER	0.9317326545715332	478 0 0 2023-10-19 17:14 😠😠 Eine beschämende Vorstellung von Robert Lambrou. Dieser Mann war überhaupt nicht richtig vorbereitet, bevor er sich ausgerechnet zu dem linken Inquisitator Lanz einladen ließ. War es noch Naivität. Dann sollte die AfD diesen Lambrou schleunigst aussortieren. Lambrou aus Hessen scheint überfordert , so wie damals schon der Essener Guido Reil, als ein gestandener Steiger, der sich also gegenüber einem jungen Sozie namens Kevin Kühnert , der noch nie richtig gearbeitet hat, durch sein Unwissen ebenfalls blamiert hat. Ein Fehler- und ein Versäumnis des AfD Mannes, der auf die Frage der Lanz-Inquisition u. a. nach der Zukunftsvorstellung der AfD bezüglich EU völlig ratlos gewirkt bzw. die völlig falsche Antwort gegeben hat. 😠😠 Dies sage ich, als überzeugter AfD Wähler...
OTHER	0.9795247912406921	3528 0 8 2024-01-19 08:24 11:08 Wurde der Masken-Deal mit Jens Spahn eigentlich aufgeklärt?
