OTHER	0.9442512392997742	33 0 0 2024-01-18 19:28 Weiss doch jeder, wer Schweden gerade terrorisiert! Ist leicht zu beheben übrigens
OTHER	0.6532004475593567	28 0 0 2024-05-28 12:56 Alle Parteien außer AfD wollen die Islamisierung Deutschlands
OTHER	0.9394399523735046	273 0 0 2023-09-21 16:58 Deutschland wird zu Lampedusa
OTHER	0.9930068254470825	45 2 10 2024-05-19 07:35 Das Thema hängt auch mit anderen Themen zusammen. Schulen und Gesundheitssystem werden dadurch überlastet.
OTHER	0.9276313185691833	1323 0 0 2024-05-21 09:51 Es wird Zeit das die EU tatsächlich zur einer Union Europas in der Frage der Abwehr die Invasion wird. Die Personen die schon hier sind, gehören unverzüglich wieder ausgewiesen, da es eine Straftat beleibt, die seit Jahren stattfindet, das hier sind.
OFFENSE	0.6027456521987915	79 0 1 2023-12-14 08:53 Es braucht ein System, daß die Besten, Fleißigsten und Talentiertesten zu uns zieht und die Versager, Schmarotzer und Sozialfälle abschreckt. Jetzt machen wir s genau umgekehrt.
OTHER	0.8823427557945251	28 0 0 2024-01-22 12:32 Heute sehr Lanz lastig , schade
OTHER	0.965722918510437	312 0 1 2023-12-19 08:54 #über#einheimische.
OTHER	0.9061570763587952	298 0 0 2024-05-25 04:26 Wird Zeit das wir endlich dicht machen, es gibt nicht nur Europa auf diesem Planeten... Wer kennts es nicht das gute alte Land "Kriechenland"....
OFFENSE	0.5946930050849915	2825 0 2 2024-01-19 12:27 "Remigration" ist ein schmaler Grat. Wollt ihr mich eigentlich verarschen? Du kannst in Deutschland deutsche als köterrasse bezeichnen. Wir haben eine Antidiskriminierungsbeautrage die uns als alman bezeichnet und grüne die uns als eklig weiße Mehrheitsgesellschaft sieht, aber der Begriff "remigration" ist schmaler grat? Mir fällt zu dieser Kompetenz nichts mehr nettes ein
OFFENSE	0.9645105004310608	391 3 1 2024-05-20 06:50 Wilders rechte Hand ist zum Islam Konvertiert ( Joram van Klaveren ) Ihr Dumm Nazis !!!!!
OTHER	0.9883142709732056	2949 0 4 2023-10-14 01:54 Der Erfolg gibt Australien einfach nur recht.
OFFENSE	0.5021065473556519	3645 0 0 2023-10-13 17:23 Bin beschämt für ZDF als Pflicht zahlen zu müssen
OTHER	0.8513290882110596	32 0 3 2022-06-16 10:10 Weshalb haben nur Venezolanerinnen ihr Land verlassen? Ist es den Männern untersagt? Wie in der Ukraine?
OTHER	0.5995145440101624	2277 1 7 2023-09-24 11:21 Diese Naivität unserer Politiker tut einfach nur weh, sie leben anscheinend in einer komplett anderen Welt, auf einer Blumenwiese ohne Aussenkontakt, vielleicht macht es Sinn Politiker zu rekrutieren, die mal einer echten Arbeit nach gegangenen sind und auch eine entsprechende Ausbildung mit bringen
OFFENSE	0.9912795424461365	1103 12 355 2020-07-03 16:25 Tja ... wo sie Recht hat, hat sie Recht !! Auch wenn es sehr vielen verblendeten nicht passt !!! Ich verstehe auch gar nicht, was dieses asoziale Rumgebölke wieder soll !!
OTHER	0.8068198561668396	2115 0 0 2023-03-10 16:53 bäääääääääääääääää und raus. !!!
OFFENSE	0.9347808957099915	5907 1 1 2023-09-22 12:22 Wie dumm ist diese Frau eigentlich? Sie sorgt doch mit ihrer katastrophalen rot-grünen Politik erst dafür, dass Zehntausende von gutausgebildeten deutschen Fachkräften jedes Jahr aus Deutschland auswandern!
OTHER	0.9614707231521606	1384 0 3 2023-10-16 16:21 Hr.Lanz warum wandern sie nicht aus. Pfui, ab heute 100 prozent AFD.
OTHER	0.8604199886322021	5087 0 4 2022-05-24 20:47 Wie tickt die AfD intern? Gute Frage! Aber bitte auch: wie ticken GRÜNE, SPD, CDU, LINKE, FDP ....?
OTHER	0.8022229671478271	152 0 0 2023-09-29 21:58 Boah, ist das widerlich! Es muss doch mal die Möglichkeit geben, seine Meinung sagen zu dürfen, ohne ständig unterbrochen zu werden. Selbst Herr Spahn, von dem ich denke, dass er mittlerweile viel dazu gelernt hat, wird ständig von der Faeser unterbrochen. Ich wäre an seiner Stelle schon lange aufgestanden, hätte mit der Faust auf den Tisch gehaut, und dezent ein " Halt endlich die Fr...se ausgesprochen!!! Die einzige Möglichkeit, diese Schwemme von honigfressenden Bienen aufzuhalten, ist, diese ganzen Milliarden, die wir hier investieren, in Ländern wie Eritrea oder sonstwo zu investieren. Wenn es den Leuten in ihren eigenen Ländern besser geht, brauchen sie nicht hier zu nassauern. Einfach mal paar Brunnen bauen, und den Leuten zeigen, wie man bisschen vorwärtskommt. Und nicht alles ermöglichen, damit man hier ein schönes Leben hat, für´s Nichtstun! Wenn ich nur die Worte von Faeser höre, und ein wenig filter, höre ich immer nur: Ich habe dies gemacht, ich habe jenes gemacht!!! Bin echt stolz auf diese Ministerin! Hoffentlich kommt bald mal ein " Ich habe abgedankt, und gemerkt, dass ich nichts kann"!!! Das wäre mal toll! Frau Faeser....reden Sie doch einmal mit einem der Grenzbeamten, und nicht nur mit einem "ausgewählten", sondern wahllos mit einem Herausgegriffenen! Soviel Unsinn, wie Sie uns verkaufen, habe ich noch nie gehört! Ich könnte mit meinem politischen Wissen und meiner Lebenserfahrung Ihr Amt zehnmal besser ausführen! Selbst mein 11jähriger Sohn hat bessere Lösungsvorschläge zu diesem Thema! Hurraaaaa, Sie haben es gerade geschafft, aus einem jahrzehntelangen SPD-Wähler einen vermutlich demnächst aktiven AFD-Mitarbeiter zu machen! Glückwunsch!!! Leute, wie Helmut Schmidt und Willy Brandt würden sich bei Ihren Ausführungen im Grab umdrehen!!!
OFFENSE	0.6720669269561768	2157 0 0 2023-01-11 16:56 Lanz' übliches nervig-naives Getue erreicht hier einen echten Höhepunkt. 'Wie kann man in so einem Land wie Deutschland perspektivlos sein? Hier kann man doch alles erreichen, was man will.' Erinnert in seiner geistigen Schlicht- und Blindheit sehr an Marie-Antoinettes "Wenn sie kein Brot haben, sollen sie doch Kuchen essen!" Wir sind die erste Generation, die weniger Wohlstand haben wird als ihre Eltern, Bildungsgerechtigkeit ist in weiter, weiter Ferne.
OTHER	0.9870563745498657	78 0 1 2023-10-01 23:45 Unsere heutigen Polit Darsteller sollten alle dringend an einem Konflikt Bewältigungs Seminar teil nehmen. Sie besitzen keinerlei Achtung und Respekt in einer Gespräch s Runde. Da ist das Thema völlig egal.
OFFENSE	0.7315365672111511	1325 0 1 2023-10-13 06:57 Andersdenkende werden schlecht gemacht? Ich dachte diese Andersdenkenden sind immer rechts und tragen Aluhüte? Steht Ihr eigentlich selber auch hinter dieser linken Propaganda, oder müsst Ihr solch einen Quatsch produzieren?
OTHER	0.9671469330787659	638 0 1 2024-06-10 14:24 🎉 Moderator kündigen sofort🎉
OTHER	0.8641632199287415	192 0 0 2023-09-18 16:02 Aktueller den je, heut haste ueberall oel augen
OTHER	0.5729062557220459	1303 1 0 2021-08-21 17:52 Er hat es erahnt der kluge Alt- Bundeskanzler.Wie ein Prophet konnte er aus der Zukunft voraussehen.Wenn er jetzt leben würde hätte er Deutschland nicht wiedererkannt.
OFFENSE	0.851787269115448	1862 0 0 2023-10-11 17:16 ️👹 ALLE zu 100 Prozent ABSCHIEBEN ☝️👹
OTHER	0.8670012354850769	1650 0 1 2024-05-20 08:20 Italiener sind Albaner nur mit Gucci Tshirt
OTHER	0.9917578101158142	803 0 1 2022-12-28 14:47 Viele richtig gute Worte, wie schon so oft ... Doch was bringt es, wenn sich das Volk nicht weitgehend geschlossen erhebt und als Souverän das beendet, was zu beenden ist?
OFFENSE	0.9229645729064941	326 0 2 2023-10-20 10:47 Die größten Deppen der Nation sind die Typen, die sich Lanz anschauen - obwohl sie die Sendung hassen. Und sich dann hier darüber aufregen! Ihr geht sicher auch ins Restaurant, und sucht euch auf der Speisekarte jenes Gericht aus, daß ihr absolut nicht mögt - und beschwert euch dann beim Ober, daß es nicht schmeckt!
OTHER	0.6721126437187195	1009 0 3 2021-08-28 21:30 Dieser sch* sch* Youtube Spam Filter... noch ein Versuch... Interessant ist, wie viele hier ohne Fakten diskutieren... Vergleichen wir doch einfach mal die *Zuwanderungszahlen des "Einwanderungslandes USA"* und Deutschland und stellen fest, das wir als Deutschland als "Nicht-Einwanderungsland" im Verhältnis zur Einwohnerzahl EIN VIELFACHES AN ZUWANDERUNG ALS DIE USA HABEN - URLS sind bei Statista zu finden und jeweils ein Schrägstich bei den Leerzeichen denken:: statistik daten studie 28347 umfrage zuwanderung-nach-deutschland statistik daten studie 463167 umfrage greencard-legale-einwanderungen-in-die-usa statistik daten studie 19320 umfrage gesamtbevoelkerung-der-usa
OTHER	0.990502119064331	439 0 27 2023-10-19 19:55 Warum wird diese Sendung nicht einfach umbenannt, in vier gegen einen.
OTHER	0.9055255055427551	22 0 1 2023-10-04 19:13 ⅞ź⁴zz⁴⁴
OTHER	0.968559741973877	1164 1 6 2021-07-07 17:56 Soll Saudi-Arabien doch ma wenn aufnehmen!
OFFENSE	0.636770486831665	511 1 20 2020-07-04 06:33 "Wundervolle ehrliche erstickende Wahrheiten für die Altparteien"
OFFENSE	0.972071647644043	22 0 1 2023-10-03 09:23 Pro Jahr 400.000 tausend Migros???? Ihr Deutsche werdet von Verbrechern regiert! Haut doch mal dieses Gesindel raus das nicht da sein dürfte!.
OFFENSE	0.8843445777893066	1143 0 1 2023-01-12 10:59 Schmeißt den ganzen Abschaum raus und baut wie Amerika eine Mauer.Warum wird nur bei "Rechts" durchgegriffen? Muslime und Ukrainer haben in Deutschland einen Freibrief. Was sind wir für ein roter Staat . Merkels Saat geht auf.
OTHER	0.9097778797149658	6649 0 10 2023-10-13 07:51 Lanz unterbricht und versucht, Lambrou in eine Ecke zu stellen. Lanz hört einfach nicht zu. Robert Lambrou ist ein kluger nachdenklicher Mann, der die richtigen Antworten gibt.!
OTHER	0.8830554485321045	921 0 0 2022-12-17 04:53 Deutsche sind natürlich erstenmal latent xenophob. Was aber noch ein größeres Hindernis ist, ist diese völlig beknackte Sprache und das die meisten Deutschen fast kein Wort Englisch sprechen und das in den Kindergärten und Schulen immer noch viel zu wenig gemacht wird, um das zu ändern. Ausserdem ist das Wetter beschissen. Das alles sagt eine Fachkraft, die Deutschland in ein paar Jahren wieder verlässt.
OTHER	0.5484007596969604	3168 0 0 2024-01-19 10:03 Die Diskussion ist all die Jahrzehnte dasselbe und die bisherigen Regierungen sind nicht in der Lage Klarheiten im Asyl und Einwanderungsrecht gesetzlich zu bestimmen .Wieder mal wundern sich nun alle ,dass die AfD so stark ist ....Leute seid ihr wahrnehmungsgestört?Der grösste Fehler ist die AfD auf die Migrationspolirik runter zu degradieren.Heizungsgesetz ,Bauern ,Gendern ,Steuergelder in die Welt verschenken für unsinnige Dinge etc.....
OTHER	0.9279140830039978	11 0 12 2021-06-18 17:09 Willkommen in der Demokratie
OTHER	0.7929151058197021	1706 0 0 2022-12-03 13:58 Ich wundere mich...seine Aussage hat HAND und FUSS...doch keiner gibt auch nur ein Wort zu da drinnen...in der Mitte und links...warum machen die unser Land kaputt...
OTHER	0.5263762474060059	500 1 1 2023-11-07 16:15 Welch eine Verarschung der Bürger. Keine der geplanten Maßnahmen wird die unkontrollierte illegale Massenzuwanderung auch nur geringfügig stoppen. Ganz im Gegenteil. Der Migrationsdruck wird weiter zunehmen, der Fremdenhass steigen und viele Wähler werden sich der AfD zuwenden. Und die Medien machen dieses lächerliche Spiel mit und berichten kaum kritisch. Einfach nur armselig!
OTHER	0.8798385858535767	24 5 13 2020-07-14 17:03 Sie sprechen ja alle super Schweizerdeutsch, ist doch schon mal ein guter Anfang. Ausländer gibt es halt mal, da kann man nichts dran ändern. Ich wäre eigentlich ganz zufrieden wenn ich in ein fremdes Land gehe, und da ist jemand mit dem ich mich identifiziere, der sich für mich einsetzt.
OTHER	0.5665289759635925	4373 0 1 2023-10-13 13:52 🥱🙈🙉🙊 Lanz hat sich mal wieder selbst ins Bein geschossen, dass er ständig stumpfsinnig auf den Begriff "Hochfinanz" herumgehackt hat, obwohl dieser Begriff, wie ihm mehrfach freundlich erklärt wurde, überall ständig in den Medien normal verwendet wird... 🥱 nach Lanz Argumentation dürfte auch keiner mehr von Autobahn, oder Führerschein reden.... ach am besten man schafft gleich die Deutsche Sprache ab, wie wäre es in Zukunft mit Arabisch, damit wir die neuen Gäste nicht diskriminieren? 🙈🙉🙊
OFFENSE	0.9378502368927002	3970 0 1 2023-10-06 14:17 Der Typ is so blöde, keiner will mehr Leute von außen.
OTHER	0.942207932472229	15 0 4 2018-08-29 15:08 Endlich bekommen die mal richtiges Futter
OFFENSE	0.9568569660186768	530 0 0 2024-02-22 19:05 Ganz genau, alles richtig gesagt! Aber das interessiert die Altparteien überhaupt nicht. Denen geht es nicht um das deutsche Volk, sondern nur um ihre Ideologie, und die analphabetischen Facharbeiter und Messerstecher dürfen sich hier breit machen.
OTHER	0.6688470840454102	382 0 1 2023-12-06 07:49 Wir brauchen in Europa gar keine Migranten aus Afrika.
OTHER	0.5945606827735901	59 0 0 2024-04-02 12:23 Es kommen schon sehr viele Ausländer nach Deutschland, in letzter Zeit. Das stimmt.
OTHER	0.9167661070823669	1639 0 0 2023-09-26 07:38 Frau Esken kann ihn ihrem Berliner Appartmentkomplex auf Etage 17, in ihrer 200 qm Loftwohnung kein Chaos feststellen. Liegt vielleicht auch daran, dass 4x die Woche eine Mindestlohn Putztruppe anrückt. Läuft!
OTHER	0.921860933303833	1645 0 2 2023-12-02 16:08 2.500€ für eine dreiköpfige Familie im Bürgergeld. Während andere die seit Jahrzehnten dieses Land und den Wohlstand aufgebaut haben kaum mehr verdienen. Das passt einfach hinten und vorne nicht…
OTHER	0.9140640497207642	1735 0 0 2022-12-03 12:30 Herr Baumann ...vielen Dank für die klaren Worte. Sie haben vollkommen recht....Die grünen sind Kommunisten in ihrem Gedankengut. SPD und FDP sollten sich schämen mit denen eine Regierung zu bilden.
OTHER	0.7767094969749451	38 2 10 2023-02-26 23:05 Deutschland soll bitte das gleiche machen! Und ob diese Frau eine gute Schülerin ist, ist zu bezweifeln. Sie hat auf Englisch gesprochen und nicht auf Dänisch. Komisch, 6 Jahre da und nicht mal die Sprache gelernt. Also.....
OFFENSE	0.6282926797866821	2595 0 16 2023-01-11 13:08 Es ist auch der Hass von Taugenichtsen auf Menschen mit einem höheren Ethos - zum Beispiel Rettungskräfte.
OTHER	0.9870522022247314	339 0 3 2023-11-07 17:35 Interessant, wie viele Kommentatoren ohne Hintergrund, ganz frisch zugeschaltet, wieder mal ihren Senf dazu abgeben. Als würde jemand eine Menge Kräfte bezahlen, um eine gewisse Stimmung zu verbreiten. Interessant und beunruhigend.
OFFENSE	0.6007786989212036	135 0 0 2024-02-26 16:37 Die Moderatorin ist schlimm
OTHER	0.9884286522865295	5281 0 1 2022-05-24 19:15 wie immer zugespielte Informationen an die öffentlichen rechtlichen. wieder mal Stimmungsmache gegen die einzige Opposition. SRY niemals glaube ich hier an " Neutrale " berichtserstattung.
OFFENSE	0.9898678064346313	267 1 80 2018-08-03 14:18 Die Dänen haben einen Arsch in der Hose. Anders als wie unsere "Volksvertreter" oder besser "Volksverräter".
OTHER	0.9444000720977783	1627 0 36 2023-01-11 21:21 🤣🤣🤣🤣 Wahnsinn was für eine Erkenntnis, das hat man die letzten Jahre gar nicht mitbekommen 🤣🤣🤣🤣
OTHER	0.7042208313941956	10 3 10 2023-05-14 16:00 wie viele soll buntland denn noch aufnehmen? man hat ja schon angefangen leute zu kündigen die normal zur miete wohnen. wahnsinn
OTHER	0.9189863204956055	6 0 1 2022-06-05 21:19 Läuft Alles nach Plan, hier wird ein Land mit Vollgas an die Wand gefahren, im Grunde gilt das ja für ganz Europa, einfach abartig!
OTHER	0.8548570275306702	2016 0 2 2023-09-25 08:19 Das zeigt doch die Ahnungslosigkeit von dieser Frau.
OTHER	0.5793659090995789	2782 0 0 2024-01-19 12:50 Frau Faeser preist ihr Abschiebungspaket…das ist Deportation!!!! Pfui!!! Kein Mensch ist illegal!!!
OTHER	0.8943949341773987	1703 0 0 2023-12-02 15:18 Wie würde ich es machen? Anträge auf Asyl müssen in Botschaften und Konsulaten gestellt werden, wer direkt her kommt, der wird aufgegabelt und Abschiebehaft gesteckt und sobald ein A400M (Militärtransportflugzeug!) voll wird, so wird ausgeflogen/abgeschoben! Und wer kommen darf (d.h. Antrag - in dem auch geprüft wird ob der oder die eine Chance auf dem Arbeitsmarkt hat, eine gebrauchte Qualifikation hat, die Sprache lernen will, sich integrieren möchte etc. und ob er/sie wirklich verfolgt wird - erfolgreich!) bekommt ein Flugticket hier her (d.h. der muss kein Boot und evtl. ersaufen!)
OTHER	0.9900514483451843	381 0 0 2024-06-06 15:23 Abwarten. In sechs Monaten wird einer seiner Minister wegen Korruptionsvorwürfen verhaftet, die Regierung wird aufgelöst und es wird Neuwahlen geben. Die Niederlande eben.
OTHER	0.6094009876251221	1856 0 1 2023-09-25 18:02 wow die sind um 30 Jahre zurückgeblieben und tun nichts für die deutschen Staatsbürger
OTHER	0.9811961650848389	398 3 39 2023-09-22 13:59 Wo wirken denn die Maßnahmen von denen Frau Faser redet??? Davon merkt man nichts.
